Nome;Número de Mensagens;Stickers;Imagens;Áudios
Toy;2290;95;138;4
Palavra;Frequência
bradesco?;1
goldfish;1
xipinha;1
lolla.;1
anunciarem;1
solo;1
lolla;1
bradesco;1
15%;1
transferir;1
vc......;1
mim...?;1
saiu;1
venda;1
separados;1
caroninha?;1
peidando;1
contorcendo;1
mano....;1
filme??;1
hauahuahahaahha;1
seguidas;1
fui,;1
tocar;1
nx;1
zero;1
cigarro;1
eletrônico;1
providenciar;1
resto;1
relógio;1
parado;1
ge;1
desligado?;1
hauahauahau;1
letra;1
branca;1
menção;1
verde;1
😮;1
outback;1
batata;1
refri;1
pp;1
confio;1
previsão;1
rombo;1
monitor;1
noite?;1
deixar;1
trocada;1
você;1
ufscat;1
amanhav;1
dinheiro,;1
mr;1
óbvio;1
brabo;1
nomeeeeee;1
humilde;1
medo;1
mexer;1
brigadahh;1
furar;1
reto;1
coloca;1
argola;1
31;1
cuidadosa;1
normal?;1
newba;1
paradasso;1
@5515981646757?;1
parque;1
tecnologico;1
levar;1
forem;1
enton;1
on;1
you;1
jaja;1
partir;1
nome;1
cleiton;1
arrumar;1
postura;1
cm;1
@5511971696565;1
focinho;1
virus;1
local;1
sai;1
taxa;1
online;1
padrão?;1
capsula?;1
irão;1
furei;1
huashuasuhasuhhuasuhasuh;1
warrior;1
sorvetin;1
miley;1
grana?;1
essencial;1
dependente;1
enche;1
lendo;1
lobo;1
solitario?;1
bando;1
mercado;1
companhia;1
caça;1
esfaquear;1
xinga;1
bobo;1
bobalhão;1
carente;1
ácido;1
meloso;1
n;1
ficasse;1
importa;1
porta;1
prestando;1
colegas;1
ppa;1
cla;1
tibum;1
dense;1
subir;1
morro;1
bope;1
treme;1
exército;1
civ;1
pm;1
tm;1
21:30;1
essencia;1
cacete;1
1k;1
700;1
laranja;1
significa;1
baú;1
tiro;1
campeão;1
honrado;1
😎;1
inveja;1
miley,;1
ginora;1
falaram;1
contagem;1
que?;1
brinde;1
data;1
ja?;1
logado,;1
att;1
portaria;1
papo;1
não?;1
bagre;1
23;1
pretendo;1
man;1
pegaria;1
pelas;1
complementares;1
faltando;1
completo;1
pedido;1
james;1
aceitam;1
dica;1
mega20;1
acima;1
30;1
fardo;1
disponibilizasse;1
😔😔;1
dia,;1
alguns;1
sabe;1
endereço;1
sara?;1
toda;1
janna;1
comptar;1
gastei;1
afirmando;1
robótica;1
vaguinha?;1
valeu;1
