Nome;Número de Mensagens;Stickers;Imagens;Áudios
Cosi;6099;1730;426;23
Palavra;Frequência
"pq;2
matsubase;2
elojob;2
ignorar;2
morde;2
pintou;2
esquerda;2
tv;2
roubado;2
tanko;2
10k;2
basquete;2
0-9;2
automatico;2
2k;2
pt;2
kit;2
feia;2
2-3;2
aceita;2
0,5;2
bebida;2
envolvimento;2
este;2
completamente;2
inocente;2
proprio;2
corcunda;2
salsicha;2
esperto;2
salvo;2
pisquei;2
>>>;2
praia;2
nao,;2
monstro;2
micropenis;2
criam;2
virus;2
barra;2
ride;2
rapaz;2
pesadelo;2
nesses;2
junta;2
muçando;2
gaming;2
chinês;2
asiatico;2
tranquilidade;2
proibido;2
preço;2
d,;2
la,;2
dragão;2
senti;2
procurando;2
tocou;2
estamos;2
acordando;2
ceis;2
☝;2
impressão;2
governo;2
potencial;2
à;2
funk;2
complica;2
chifre;2
buta;2
certinho;2
impossível;2
baixei;2
mano,;2
bugou;2
carona?;2
pesquisar;2
please;2
força;2
chinelo;2
hetero;2
kkkkkkkkkkkkk;2
+10;2
canudinho;2
decente;2
esquisito;2
séria;2
daddy;2
duvidei;2
explicou;2
curte;2
varios;2
biro;2
robado;2
pago;2
gente,;2
parecendo;2
pedra;2
lotar;2
encher;2
chao;2
xips;2
inter?;2
valo;2
testar;2
vai?;2
inter;2
conheço;2
coloque;2
rolar;2
barulhinho;2
cantina;2
mensagem;2
cabando;2
amanhã?;2
entrega;2
avistado;2
beta;2
tenha;2
mostra;2
conversando;2
sul;2
gank;2
acorda;2
fumou;2
moro;2
a,;2
24;2
engraçado;2
similar;2
figura;2
alguns;2
vetores;2
aparece;2
treco;2
favorito;2
socialmente;2
churiço;2
lembrou;2
solando;2
memórias;2
momentos;2
era?;2
gigante;2
crazymara;2
p1;2
laranja;2
turismo;2
digo;2
pagina;2
orgulho;2
etero;2
labio;2
comia;2
14:15;2
tio;2
algoritmo;2
irmã;2
serão;2
bizarro;2
esquecer;2
crack;2
esqueceu;2
site;2
suja;2
achou;2
@5519993807942;2
demora;2
tira;2
sr;2
anos:;2
estudos;2
comentário;2
futuro;2
infelizmente;2
biscoitar;2
mando;2
cheguei;2
chopp;2
adoro;2
logica;2
matérias;2
encoxar;2
tanque;2
reclamar;2
proporcionar;2
concha;2
ideal;2
junto;2
lms;2
fortes;2
mamar;2
fnatic;2
puro;2
torcendo;2
torcedor;2
rng;2
first;2
level;2
caraio;2
fnc;2
posse;2
that;2
we;2
wow;2
cousins;2
comemorar;2
prova?;2
open;2
cérebro;2
👍;2
quicksort;2
alegria;2
chamamos;2
pqp;2
forma;2
100%;2
buguei;2
matar;2
abrindo;2
trab;2
entender;2
pivo;2
elemento;2
conteudo;2
ordenar;2
chamada;2
sort;2
acertam;2
arvore;2
eu?;2
bao;2
labprog;2
abriu;2
judge;2
caido;2
dela,;2
offline;2
rabuda;2
proxima;2
worlds;2
vegano;2
tinder;2
encontro;2
sugerir;2
relacionamento;2
cozinheiro;2
vsi;2
vegana;2
simulação;2
faltou;2
disney;2
compartilhar;2
silencioso;2
2021;2
bateu;2
kkkkkkkkkkkk;2
trás;2
astral;2
@5516997052636;2
ficando;2
eram;2
g;2
k;2
atualiza;2
propaganda;2
diferença;2
responder;2
cuck;2
palavras;2
aleatorias;2
delas;2
impossivel;2
jovem;2
off;2
linxux;2
vscode;2
posso,;2
dominio;2
😇;2
anao;2
ido;2
news;2
black;2
grau;2
instalar;2
display;2
ana;2
teoria;2
php;2
scrum;2
embonecou;2
remedio;2
facul?;2
metodo;2
dnv;2
dieta;2
procastinar;2
slides;2
placa;2
filho;2
velha;2
agua;2
aprovar;2
legalizaram;2
paga;2
caro;2
waifu;2
sumiu;2
chuto;2
zoam;2
aprender;2
troxa,;2
hype;2
botei;2
cultura;2
seguida;2
tapa;2
lv6;2
lane;2
vice;2
futebol;2
maestria;2
quinn;2
furry;2
passaro;2
po;2
champion;2
asiático;2
turcos;2
draven;2
zoe;2
azir;2
assistindo;2
ingles;2
renato;2
esteja;2
meme?;2
shrimp;2
stackar;2
mostrar;2
maromba;2
chorando;2
casters;2
mordeu;2
fácil;2
correta;2
toboco;2
dwg;2
4-0;2
perderam;2
macro;2
jogou;2
analise;2
plate;2
hka;2
cagar;2
falaram;2
naquele;2
t1;2
lb;2
win;2
uol;2
criminosa;2
3-0;2
passasse;2
playin;2
aquelas;2
nattan;2
leite;2
lote;2
ssd;2
farol;2
podem;2
(gone;2
amado;2
deveria;2
u;2
boyce;2
inimigo;2
😡;2
tomorrowpobre;2
deixou;2
kkkkkkkkkkkkkkkkk;2
otario;2
200;2
300;2
2013;2
preparo;2
sobra;2
bd?;2
shokk;2
sono;2
torto;2
minerva;2
comunicação;2
ptbr;2
revolta;2
esquece;2
biri;2
ignite;2
never;2
die;2
>>>>>>;2
fuma;2
sim,;2
salvação;2
digitar;2
cade;2
invictus;2
chorar;2
deixei;2
partir;2
é,;2
dfqm;2
pedaço;2
next;2
poin;2
vindo;2
anotar;2
beise;2
sessão;2
doinb;2
passavam;2
marines;2
mil;2
lanches;2
71;2
espanco;2
fortnite;2
???;2
eletrocutar;2
tank;2
febre;2
piru;2
ahq;2
qiyana;2
ulta,;2
imoral;2
banir;2
rumble;2
criminalidade;2
leona;2
bolão;2
peanut;2
tk;2
garen;2
aram;2
fightar;2
chamaram;2
paçoca;2
pack;2
essencia;2
premios;2
league;2
console;2
mobile,;2
tft;2
esports;2
registro;2
riot;2
mmo;2
deck;2
card;2
pré-registro;2
teamfight;2
tactics;2
spawnar;2
drag;2
dragon;2
soul;2
reparei;2
hs;2
videos;2
1/3;2
mana;2
riven;2
elo;2
transformers;1
robôs;1
pilotados;1
megan;1
revelação;1
causar;1
velozes;1
furiosos;1
conhecê-los;1
avacalhar;1
nasa;1
bill;1
gates;1
steve;1
jobs;1
caixao;1
codemonkey;1
particular;1
betina;1
paus;1
thanos;1
quebrou;1
sorocorno;1
viih;1
tube;1
tcc;1
processo;1
shrek;1
surpresa?;1
assumindo;1
leitor;1
supoet;1
selfie;1
recinto;1
magia;1
ad;1
ganhei;1
kicka;1
estranho;1
matarem;1
cabei;1
1k;1
mensagens;1
kickado;1
share;1
escorregão;1
filmaria;1
youtube*;1
creme;1
pelada;1
encontre;1
quitou;1
explica;1
contemporânea;1
demonstração;1
voz;1
angelical;1
demaiz;1
buga;1
comunicam;1
dia?;1
gabar;1
instantâneo;1
fdp;1
descrevi;1
alguém?;1
cornice;1
cara,;1
livrar;1
criando;1
ashes;1
lançou;1
dias,;1
steam;1
achava;1
confessar;1
otaku;1
sandbox;1
update;1
terraria;1
update);1
jogá;1
moon,;1
eclipse;1
solar,;1
pirata,;1
marciana,;1
passeata;1
bolsonaro,;1
recadinho;1
dce,;1
natal,;1
exercito;1
goblin;1
começando;1
revolução;1
gostam;1
mudar;1
ignorarem;1
putaria;1
curtindo”;1
mudam;1
shady;1
who’s;1
back,;1
back;1
deuses;1
forjaram,;1
dedao;1
dedão;1
ned;1
faltará;1
21;1
costa;1
conversar;1
atitude;1
topam;1
remnant;1
jogar?;1
troll;1
3?;1
fechou;1
ruminante;1
gerado;1
procedural;1
rejogabilidade;1
precisam;1
arma/classe;1
mapas;1
diferem;1
jogatina;1
i-11;1
trás,;1
shippo;1
bixo?;1
trocado;1
5x;1
bullying;1
sentava;1
lapis;1
zuava;1
socao;1
orei;1
fritando;1
toddynho;1
vinha;1
cornao?;1
apagar;1
pornozao;1
didática;1
deis;1
herbert;1
richards;1
popo;1
business;1
chamou;1
simas;1
agonia;1
arranjar;1
emprego;1
além;1
chato;1
entender?;1
@5515981246169;1
digitando;1
primos👍”;1
horario;1
ajudem;1
missão;1
mões;1
aquecer;1
abraçando;1
retrai;1
binzao;1
crase;1
chifra;1
chifrado;1
ordem;1
natural;1
terra;1
solicitação;1
transparente;1
conectar;1
adaptador;1
misturar;1
happy;1
feet;1
pinguim;1
madagascar;1
sorvetinho;1
danone;1
mei;1
,;1
muitas;1
proceder;1
enrolando;1
posto;1
acorda*;1
farei;1
consentimento;1
fechado;1
notoba*;1
repetir?;1
caneta;1
gestão;1
espalhar;1
ums;1
kickaram;1
zap?;1
rental;1
inc;1
conta?;1
carnoia;1
dentadura;1
amaciante;1
sensatez;1
acompanhar;1
lado?;1
acontecer?;1
disfarçado;1
virtual;1
visualizar;1
via;1
chamytar;1
adeus;1
psicopata;1
casa?;1
trocar,;1
relogio;1
derrota;1
certa;1
faltam;1
pós?;1
muçou;1
imperador;1
empréstimo;1
agiota;1
empreenda?;1
duvido;1
carinha;1
queima;1
amazônia;1
mancada?*;1
bi;1
gordinho;1
pos;1
comunista;1
macoero;1
anti-vax,;1
questionando;1
caralhos;1
indivíduo;1
louco;1
labredes;1
d'água;1
professores;1
empresto;1
saco;1
dicas;1
dica;1
proteção;1
expressei;1
tartaruga;1
epoca;1
primo,;1
culturas;1
álcool;1
comunica;1
jojo,;1
petista;1
dado;1
poste;1
cobiçar;1
amiguinho;1
genial;1
cedo";1
compila,;1
comentários;1
duvidosos;1
rolezão;1
depara;1
casinha;1
uva;1
derem;1
plausível;1
incomoda;1
resolvido;1
resolveram;1
13;1
resultado;1
sensato;1
palavra,;1
hota?;1
verdura,;1
absoluta;1
mundo?;1
objeção?;1
giletao;1
gilete;1
maquininha;1
alabama?;1
antigo;1
nesse?;1
avisos;1
comerciais;1
mantém;1
vejam;1
espontaneo;1
excel;1
entendendo;1
docs;1
dai;1
backup;1
loli;1
cringe;1
chamavam;1
lição;1
talarico;1
kkk;1
estarei;1
maratona;1
@5511948317237;1
mestre;1
falado;1
programação?;1
spam;1
