Nome;Número de Mensagens;Stickers;Imagens;Áudios
Natham;3932;163;229;31
Palavra;Frequência
cabecudo;1
tem??;1
fuma;1
singaro;1
mandasse;1
tanke;1
intrego;1
assiste;1
minimo;1
próximas;1
obrigado;1
aceita;1
chora;1
ônibus;1
situação;1
esperava;1
saí;1
13;1
bochechudo;1
sacola;1
mô;1
dinheiro;1
poxa;1
graças;1
ligar;1
pouquinho;1
difíceis;1
feliz;1
rua;1
irmã;1
calaboooooooooca;1
ovo;1
sentimentos;1
comigo;1
postou;1
calabooooooca;1
complica;1
assusto;1
haushauahahayahayahah;1
inflamada;1
hrs??;1
sala;1
agua;1
coincidência;1
are;1
handsome;1
stepbrother;1
want;1
it;1
bad.;1
mummy;1
doesn't;1
find;1
doenca;1
dor;1
🥰😘❤🤭😍🥰☺😘;1
laptop;1
cinto;1
kkkkiikkkkk;1
d2;1
thiago?;1
saboneteeee;1
teste;1
pros;1
ori;1
milao;1
falou,;1
safe;1
cor;1
opiniao;1
importa;1
segurança;1
camp;1
idêntico;1
detrop;1
loja??;1
"salve;1
👍";1
dimensão;1
ahuahauahauahahahahahauaahushsushsuxhsushsuaha;1
haushauahauauauahauahauahahahahahahauah;1
eai;1
deu!;1
perde;1
carta?;1
qts;1
pontos;1
carteira?;1
perdia;1
bafometro/recusava;1
graça;1
serve;1
apanhar;1
zuando;1
fofinho;1
tal";1
tanque;1
discovery;1
chimpanzé;1
relacao;1
chimpanze;1
comeu;1
recorde;1
erncostou;1
espaco;1
doni;1
memo!;1
michael;1
jaqson;1
jjjkkkk;1
ia?;1
zeleven;1
crer;1
mirinha;1
016;1
✋🛑;1
época;1
hauzhaushuahsuahauahsuausuahaushahhaahahauhahaahhahhaahaj;1
maiores;1
ratazanas;1
atrasarem;1
rlx;1
49;1
daí;1
caralo;1
deitado;1
teta;1
angulação;1
kkkkkkkkkkkkkiiikkkkkkkk;1
f;1
saida;1
historica?;1
galera;1
malone;1
meets;1
alok;1
mais??;1
35,;1
slash;1
fudeu;1
msm??;1
perguntou;1
achava;1
vag;1
jogasse;1
😨;1
arranjar;1
fizeram?;1
tiverem;1
pede;1
dps?;1
corrupção;1
vazar;1
12h;1
bronze?;1
carlin?;1
busca;1
͜;1
ʖ;1
ಡ;1
aqui*;1
safe,;1
arranjei;1
toc;1
l;1
prédio;1
cagar;1
incapaz;1
próximo;1
amifos;1
lacrar;1
esquerdomacho;1
diante;1
olhada;1
cofrinho;1
afim;1
gastei;1
grana;1
reagir;1
transe;1
passa;1
contraria;1
small;1
big;1
estudo;1
redes;1
vela;1
dava;1
coincidencia;1
aqui!";1
juntava;1
mesas;1
destruí;1
@carona;1
bfd;1
imagem;1
fod;1
rememebr;1
*ela*;1
bcc?;1
webgado;1
betarem;1
seres;1
vivos;1
absoluta;1
seda;1
conferir;1
verruga;1
guardiao;1
ufscar*;1
baralha;1
escience;1
ufscar?;1
beautiful;1
traseira;1
toy?;1
photoshop;1
bunda?;1
printei;1
tela;1
lroblema;1
preferem;1
buceta;1
adiciona;1
apago;1
some;1
poder;1
"desculpa;1
homem";1
tomo;1
chás;1
feel;1
caloria;1
água;1
sabor;1
combina;1
doentes;1
iludindo;1
lembrava;1
sensação;1
msma;1
inseguro;1
teto;1
solar;1
admito;1
tira;1
gostosa;1
artista;1
marlene;1
encontrar;1
gaal;1
monstros;1
afinal;1
gaal?;1
biscoiteiro;1
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk;1
aproximadamente;1
minuto;1
betador;1
grupo?*;1
50%;1
bloqueio;1
rolê,;1
você";1
minutos;1
período;1
nova;1
mensagem,;1
apagou;1
instantaneamente;1
skill;1
sao;1
xingam;1
🤭;1
sdd;1
terminando;1
sofrencia;1
amar;1
baixinho;1
voz;1
cantorias;1
faz,;1
braba;1
ouco;1
situacao;1
separa;1
old;1
chegou;1
collab;1
sertanejao;1
got;1
bluies;1
cantada;1
dormi;1
pra;ca;1
caralho,;1
epoca;1
estagio;1
trabalhar;1
proximo;1
faculdade;1
manha;1
cambalhota;1
poo?;1
tanta;1
especifico;1
ache;1
conhecia;1
trocado;1
tento;1
zoar;1
compete;1
chamyto;1
crashou;1
mochila;1
ajudaria;1
custa;1
delícia,;1
trato;1
inferior;1
jjjjjjjjjjjjjjkkkk;1
famoso;1
tribola?;1
curiosa;1
sensual;1
pistola;1
carai,;1
querer;1
sertanejos;1
mts;1
flrem;1
eletrônica;1
pop;1
pelado;1
panelinha;1
produção;1
assediando;1
subjetiva;1
dei;1
então,;1
open;1
forem;1
roberta?;1
susto;1
minas;1
locas;1
bafora;1
vence?;1
bcc;1
grupinho;1
pigas;1
boca;1
baforada;1
assim?;1
perguntei;1
imaginam;1
primeiras;1
mensagens;1
expor;1
uahshahauahauahauhahahauahahauahauahauahauaauahaj;1
detesta;1
convencivel;1
laboooooca;1
tentando;1
cansadao;1
entrando;1
querendo;1
continua;1
quer?;1
conversas;1
pablo,;1
disposta;1
largar;1
entre;1
convencem;1
tempos;1
atras;1
morte;1
torna;1
complicado;1
assim...;1
model;1
"so;1
beijar;1
amigo";1
apaixonado;1
ssaber;1
detalhe;1
lingua;1
imaginando;1
rachando;1
fim;1
sinto;1
😍;1
milão;1
luis;1
encheu;1
beijei;1
inventar;1
boato;1
emagreceu;1
raiz;1
imitar;1
@rizzi;1
pgilha;1
oputsa;1
bao;1
unica;1
distancia;1
euclideana,;1
funcionando;1
5?;1
resposta?;1
estudando;1
como?;1
@5515981646757;1
segredo;1
gamer;1
provavelmente;1
todas;1
amigas;1
recursao;1
çap;1
melhorando;1
destruiu;1
ficaram;1
falava;1
macho;1
nivel;1
mae;1
li;1
ntc;1
"falo";1
certificado;1
intermediário;1
aprendi;1
6a;1
série;1
manjo;1
garden;1
aguenta;1
descarga;1
mini;1
alpha;1
atrapalhou;1
loving;1
this;1
group;1
🤙👌😂;1
parties;1
of;1
drug;1
addicts;1
r$40:;1
wow;1
cheap;1
party!;1
fuder);1
dude,;1
you're;1
cock;1
say;1
hello?;1
caring;1
about;1
